source_id	source_identifier	attempted_identifier_type	failure_type	severity	resolved_hgnc_symbol	action_required	notes
id_map_master	PRODH2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRODH2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRPH	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRPH	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRR3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRR3	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRR4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRR4	Review before final candidate card if this gene enters top rankings.	
id_map_master	PSAP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PSAP	Review before final candidate card if this gene enters top rankings.	
id_map_master	PSG11	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PSG11	Review before final candidate card if this gene enters top rankings.	
id_map_master	PSG9	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PSG9	Review before final candidate card if this gene enters top rankings.	
id_map_master	PTGER2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PTGER2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PTH2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PTH2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PTPA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PTPA	Review before final candidate card if this gene enters top rankings.	
id_map_master	PTPRO	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PTPRO	Review before final candidate card if this gene enters top rankings.	
id_map_master	PTPRQ	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PTPRQ	Review before final candidate card if this gene enters top rankings.	
id_map_master	PTX3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PTX3	Review before final candidate card if this gene enters top rankings.	
id_map_master	RAB34	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RAB34	Review before final candidate card if this gene enters top rankings.	
id_map_master	RAB41	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RAB41	Review before final candidate card if this gene enters top rankings.	
id_map_master	RABGAP1L	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RABGAP1L	Review before final candidate card if this gene enters top rankings.	
id_map_master	RAC3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RAC3	Review before final candidate card if this gene enters top rankings.	
id_map_master	RAD54L	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RAD54L	Review before final candidate card if this gene enters top rankings.	
id_map_master	RANBP9	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RANBP9	Review before final candidate card if this gene enters top rankings.	
id_map_master	RASSF4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RASSF4	Review before final candidate card if this gene enters top rankings.	
id_map_master	RAX	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RAX	Review before final candidate card if this gene enters top rankings.	
id_map_master	RBM10	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RBM10	Review before final candidate card if this gene enters top rankings.	
id_map_master	RBMY1C	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	RBMY1C	Review before final candidate card if this gene enters top rankings.	
id_map_master	RBP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RBP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RBP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RBP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	RBP5	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RBP5	Review before final candidate card if this gene enters top rankings.	
id_map_master	REN	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	REN	Review before final candidate card if this gene enters top rankings.	
id_map_master	RFC1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RFC1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RFT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RFT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RGP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RGP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RGR	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RGR	Review before final candidate card if this gene enters top rankings.	
id_map_master	RGS13	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RGS13	Review before final candidate card if this gene enters top rankings.	
id_map_master	RIF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RIF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RILP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RILP	Review before final candidate card if this gene enters top rankings.	
id_map_master	RIT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RIT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RLF	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RLF	Review before final candidate card if this gene enters top rankings.	
id_map_master	RNH1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RNH1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RPEL1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RPEL1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RPF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RPF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RPL36	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RPL36	Review before final candidate card if this gene enters top rankings.	
id_map_master	RPSA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RPSA	Review before final candidate card if this gene enters top rankings.	
id_map_master	RRP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RRP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	RTL8C	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	RTL8C	Review before final candidate card if this gene enters top rankings.	
id_map_master	SAG	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SAG	Review before final candidate card if this gene enters top rankings.	
id_map_master	SAP130	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SAP130	Review before final candidate card if this gene enters top rankings.	
id_map_master	SAT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SAT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SAT2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SAT2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SCAF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SCAF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SCAP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SCAP	Review before final candidate card if this gene enters top rankings.	
id_map_master	SCG2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SCG2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SCP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SCP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SCPPPQ1	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	SCPPPQ1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SCRIB	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SCRIB	Review before final candidate card if this gene enters top rankings.	
id_map_master	SDIM1	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	SDIM1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SELP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SELP	Review before final candidate card if this gene enters top rankings.	
id_map_master	SEM1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SEM1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SERHL2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SERHL2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SERPINA11	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SERPINA11	Review before final candidate card if this gene enters top rankings.	
id_map_master	SF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SFN	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SFN	Review before final candidate card if this gene enters top rankings.	
id_map_master	SIGLECL1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SIGLECL1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SIRPB1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SIRPB1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SIRPB2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SIRPB2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SIT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SIT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SLC17A2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SLC17A2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SLC23A1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SLC23A1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SLC35A4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SLC35A4	Review before final candidate card if this gene enters top rankings.	
id_map_master	SLC6A5	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SLC6A5	Review before final candidate card if this gene enters top rankings.	
id_map_master	SLFN5	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SLFN5	Review before final candidate card if this gene enters top rankings.	
id_map_master	SMAP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SMAP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SMAP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SMAP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	SMO	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SMO	Review before final candidate card if this gene enters top rankings.	
id_map_master	SNRPD1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SNRPD1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SNURF	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SNURF	Review before final candidate card if this gene enters top rankings.	
id_map_master	SNX30	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SNX30	Review before final candidate card if this gene enters top rankings.	
id_map_master	SOCS4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SOCS4	Review before final candidate card if this gene enters top rankings.	
id_map_master	SOCS6	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SOCS6	Review before final candidate card if this gene enters top rankings.	
id_map_master	SOCS7	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SOCS7	Review before final candidate card if this gene enters top rankings.	
id_map_master	SOX12	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SOX12	Review before final candidate card if this gene enters top rankings.	
id_map_master	SP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SPC25	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SPC25	Review before final candidate card if this gene enters top rankings.	
id_map_master	SPIN1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SPIN1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SPN	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SPN	Review before final candidate card if this gene enters top rankings.	
id_map_master	SPP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SPP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SPRN	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SPRN	Review before final candidate card if this gene enters top rankings.	
id_map_master	SRA1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SRA1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SRGAP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SRGAP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	ST7	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ST7	Review before final candidate card if this gene enters top rankings.	
id_map_master	STAG1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	STAG1	Review before final candidate card if this gene enters top rankings.	
id_map_master	STAR	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	STAR	Review before final candidate card if this gene enters top rankings.	
id_map_master	STK3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	STK3	Review before final candidate card if this gene enters top rankings.	
id_map_master	STN1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	STN1	Review before final candidate card if this gene enters top rankings.	
id_map_master	SULT1C2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	SULT1C2	Review before final candidate card if this gene enters top rankings.	
id_map_master	TAF15	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TAF15	Review before final candidate card if this gene enters top rankings.	
id_map_master	TAP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TAP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	TAS2R33	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	TAS2R33	Review before final candidate card if this gene enters top rankings.	
id_map_master	TAS2R36	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	TAS2R36	Review before final candidate card if this gene enters top rankings.	
id_map_master	TBC1D3D	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TBC1D3D	Review before final candidate card if this gene enters top rankings.	
id_map_master	TBC1D3E	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TBC1D3E	Review before final candidate card if this gene enters top rankings.	
id_map_master	TBC1D3I	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TBC1D3I	Review before final candidate card if this gene enters top rankings.	
id_map_master	TCF3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TCF3	Review before final candidate card if this gene enters top rankings.	
id_map_master	TCF4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TCF4	Review before final candidate card if this gene enters top rankings.	
id_map_master	TEC	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TEC	Review before final candidate card if this gene enters top rankings.	
id_map_master	TEP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TEP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TKT	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TKT	Review before final candidate card if this gene enters top rankings.	
id_map_master	TMPO	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TMPO	Review before final candidate card if this gene enters top rankings.	
id_map_master	TMPRSS3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TMPRSS3	Review before final candidate card if this gene enters top rankings.	
id_map_master	TNNC1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TNNC1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TOR1AIP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TOR1AIP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	TOR2A	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TOR2A	Review before final candidate card if this gene enters top rankings.	
id_map_master	TPP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TPP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRA	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|multiple_uniprot_accessions_registered	warning	TRA	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRAF2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TRAF2	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRAM1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TRAM1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRAP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TRAP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRB	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|multiple_uniprot_accessions_registered	warning	TRB	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRD	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	TRD	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRG	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	TRG	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRMT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TRMT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TRPC7	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TRPC7	Review before final candidate card if this gene enters top rankings.	
id_map_master	TSPO	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TSPO	Review before final candidate card if this gene enters top rankings.	
id_map_master	TTF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TTF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	TTF2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	TTF2	Review before final candidate card if this gene enters top rankings.	
id_map_master	U2AF1L4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	U2AF1L4	Review before final candidate card if this gene enters top rankings.	
id_map_master	UGT1A	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	UGT1A	Review before final candidate card if this gene enters top rankings.	
id_map_master	UGT2B11	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	UGT2B11	Review before final candidate card if this gene enters top rankings.	
id_map_master	USP10	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	USP10	Review before final candidate card if this gene enters top rankings.	
id_map_master	USP21	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	USP21	Review before final candidate card if this gene enters top rankings.	
id_map_master	USP31	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	USP31	Review before final candidate card if this gene enters top rankings.	
id_map_master	USP34	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	USP34	Review before final candidate card if this gene enters top rankings.	
id_map_master	VARS2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	VARS2	Review before final candidate card if this gene enters top rankings.	
id_map_master	VAT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	VAT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	WDR11	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	WDR11	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZBP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZBP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZFP36	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZFP36	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF20	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF20	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF225	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF225	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF230	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF230	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF233	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF233	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF365	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF365	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF474	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF474	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF475	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF475	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF576	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF576	Review before final candidate card if this gene enters top rankings.	
id_map_master	ZNF689	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ZNF689	Review before final candidate card if this gene enters top rankings.	
